Post,Language,Author,Date,reply-to
"Μια μικρή ενημέρωση κυρίως για τα παιδιά που παίζουν στον Lordaeron server του Warmane.Εάν πετύχετε το guild ""Anonymous"" στην πλευρά των Horde,να γνωρίζετε ότι δεν έχει καμία σχέση με εμάς τους original Anonymous.Κάποιος μάλλον αποφάσισε να δημιουργήσει το guild,χωρίς να επικοινωνήσει με κανέναν από εμάς,χωρίς να ζητήσει την άδεια μας και χωρίς να έχει το δικαίωμα.Τα εναπομείναντα μέλη των Anonymous είμαστε πια στην πλευρά των Alliance και παίζουμε στο guild Dendropotamos Inc.Το guild είναι ανενεργό και ""νεκρό"" εδώ και κάποιους μήνες,οπότε θεώρησα καλό και σωστό να δώσω κάποιες μικρές διευκρινήσεις.Να περνάτε καλά ;)",Greek/Greeklish,jmanavis20,2016-02-28 00:00:00,322870
"Me to plevro ton Allience ayti ti fora Oi <<Anonymus>> dimioutgisan guild. opote opoios Ellinas psaxnei guild xara mas na ginei member mas!
Pm: Dargerian, Zeniken, Arcoxia gia inv sto guild",Greek/Greeklish,jagg3r,2016-01-11 00:00:00,317968
Anonymus apo ton frostwolf otan htan cataclysm?,Greek/Greeklish,Sarmize,2016-01-13 00:00:00,317968
"Originally Posted by Sarmize

Anonymus apo ton frostwolf otan htan cataclysm?


nai aderfe... to guild legete twra ""Dendropotamos inc"" wisp Dargerian, Zeniken, Dardoch, Arcoxia an theleis kati",Greek/Greeklish,jagg3r,2016-02-11 00:00:00,317968
"Hahaha o Arcoxia den einai o gnome mage?

Filakia peite tou apo Shivhappens.

Tha katalavei :b",Greek/Greeklish,DarkChaosGR,2016-02-15 00:00:00,317968
"Το παρακάτω post θα αποτελέσει τον κύριο τρόπο με τον οποίο θα κάνουμε recruit νέα μέλη για την guild μας. Θα ανανεώνεται τακτικά και ανάλογα με τις ανάγκες του guild ώστε να γίνετε σωστά και οργανωμένα. Παρακαλώ να μην απαντάτε σε αυτό το post διότι οι συνομιλίες θα γίνονται μέσα στο παιχνίδι.

Είμαστε οι <YouHorde> ένα σχετικά καινούριο Horde guild στον server Lordaeron το οποίο έχει σκοπό να κάνει clear το available content όσο πιο γρήγορα γίνετε, αυτό όμως προϋποθέτει σωστό και οργανωμένο core raid group. Το βασικό officer-raid group αποτελείτε από άτομα που γνωρίζονται αρκετά χρόνια και ασχολούνται με το παιχνίδι από το vanilla. 

Η guild είναι σχεδόν έτοιμη να αρχίσει να κάνει clear το Tier 7 content, αυτό σημαίνει πως τα άτομα τα οποία έχουν σκοπό να κάνουν join για raiding απαιτείται να είναι τουλάχιστον level 70 + έτσι ώστε να αρχίσουμε το progress όσο το δυνατόν γρηγορότερα . Δεν έχουμε απαίτηση τα άτομα που θα'ρθουν σε μας να είναι “pro players” (γιατί ούτε εμείς είμαστε), ούτε να έχουν προηγούμενη εμπειρία στο συγκεκριμένο expansion, απλώς θέλουμε άτομα τα οποία είναι διατεθειμένα να παίξουν και να μάθουν.

Προς το παρόν το guild χρησιμοποιεί Loot Council για να διανείμει τα loot . Ο λόγoς που χρησιμοποιούμε αυτό το loot system είναι γιατί είμαστε 10-12 active raiders oι οποίοι μπορούμε να συνεννοηθούμε χωρίς παρατράγουδα . Όσο όμως το guild μεγαλώνει και πλησιάζει το 25 man raiding έχουμε σκοπό να γυρίσουμε σε DKP system .

Recruitment status:

Όπως αναφέρθηκε παραπάνω το guild είναι σχεδόν έτοιμο για raiding , αυτό έχει ως αποτέλεσμα να είμαστε κάπως πιο αυστηροί όσον αφορά τις class που δεχόμαστε. Ο πρωταρχικός μας στόχος είναι να κάνουμε clear το 10 man Νaxxramas , αυτό σημαίνει πως άτομα τα οποία είναι ήδη 80 θα έχουν προτεραιότητα στο recruit.

*-Warlock (High)

*-Mage (High)

*-Shaman (High)

*-Druid (Medium)

*-Warrior (Medium)

*-Priest (Medium)

*-Hunters (Medium)

*-Rogues (Low)

*-Death Knight (Low)

Τα άτομα με τα οποία επικοινωνείτε ingame:

*-Deathenor (Guild Master)

*-Joujou (Raid Leader)

*-Nathrassa (Officer)

*-Kaviria (Officer)

*-Hellsend (Officer)

Σας ευχαριστούμε για τον χρόνο σας και ελπίζουμε να τα πούμε σύντομα στο παιχνίδι!",Greek/Greeklish,joujou,2016-02-08 00:00:00,321185
"Καλησπέρα σας!
Ψάχνουμε άτομα με εμπειρία στο παιχνίδι για να κάνουμε και εμείς το δικό μας raiding progress στον server σαν πρώτο ελληνικό pve guild...
Αν ενδιαφερετε κανείς ας στείλει ένα mail ή να κάνει search στο /who anonymous και να επικοινωνησει μαζί μας...μιλήστε με κάποιον officer ή με τον guild master.Έχουμε αρκετά όμορφο και ευχάριστο κλίμα μέσα στο guild με αρκετό χαβαλέ και διάφορα events.Θα ήμασταν πολύ χαρούμενοι αν ακολουθουσατε στο κάλεσμα μας. Horde Guild 

Guild Master = Bebilos-Alts(Paliomouno,Tataros,Theios)
Officers = Arcoxia-Alts(Portoleone,Nonstopkill,Palevotanix)
                Valkiery-Alts(Calestra,Gouzgounis,Psofos,Boomshot)
                Tauraro",Greek/Greeklish,mdsc,2015-12-09 00:00:00,314919
είναι κανείς στον official? ;ρ,Greek/Greeklish,PowerDrums,2016-02-03 00:00:00,314919
Gia sas paides.Eipa na dokimaso na vro kamia parea ellinikia gia porosi mazi mou to wow ligo =D.Opote an eiste sto MoP(frostworlf) h WotLk(ragnaros) realm tou game stilte kana add kai an thelete kama help euxaristos na sas upostirikso se oti nane.Onoma ton main mou einai Brimclaw sto frostwolf kai Teradon sto lich king.Euxaristo kai kalh sinexia,Greek/Greeklish,Gianstin12,2016-01-07 00:00:00,317610
"πώρωση με τα μισά Dung, Quests και Raids bugged. Ωραία πώρωση.. Δεν βαρεθήκατε;",Greek/Greeklish,PowerDrums,2016-01-18 00:00:00,317610
Αμα σε χαλαει πανε παιξε το αυθεντικο WOW και πληρωνε. (Ston frostwolf eimai me to name Druidenstain! Kane add ama 8es na pexoume!),Greek/Greeklish,GRFaizanGR,2016-01-23 00:00:00,317610
"Και στον Warmane πληρώνεις όμως καλύτερα το κανονικό εάν έχεις και 60k gold πληρώνεις έτσι το 2μηνο σου, δλδ τπτ... 60k βγαίνουν εάν κάνεις όλα τα cata - wotlk - mop raids και daily quests.",Greek/Greeklish,SpiritNative,2016-01-26 00:00:00,317610
"paides mias kai exw anagkh kapoia coins poulaw 200k gia 16 coins,an kapoios endiaferetai mono mesw trading tha ginei gia na na mhn yparksoun ahdies..an kapoios endiaferetai as mou steilei ena pm 
eyxaristw!",Greek/Greeklish,MotleyCrueWASP,2016-01-16 00:00:00,318422
"Το παρακάτω post θα αποτελέσει τον κύριο τρόπο με τον οποίο θα κάνουμε recruit νέα μέλη για την guild μας. Θα ανανεώνεται τακτικά και ανάλογα με τις ανάγκες του guild ώστε να γίνετε σωστά και οργανωμένα. Παρακαλώ να μην απαντάτε σε αυτό το post διότι οι συνομιλίες θα γίνονται μέσα στο παιχνίδι.

Είμαστε οι <YouHorde> ένα σχετικά καινούριο Horde guild στον server Lordaeron το οποίο έχει σκοπό να κάνει clear το available content όσο πιο γρήγορα γίνετε, αυτό όμως προϋποθέτει σωστό και οργανωμένο core raid group. Το βασικό officer-raid group αποτελείτε από άτομα που γνωρίζονται αρκετά χρόνια και ασχολούνται με το παιχνίδι από το vanilla. 

Η guild είναι σχεδόν έτοιμη να αρχίσει να κάνει clear το Tier 7 content, αυτό σημαίνει πως τα άτομα τα οποία έχουν σκοπό να κάνουν join για raiding απαιτείται να είναι τουλάχιστον level 70 + έτσι ώστε να αρχίσουμε το progress όσο το δυνατόν γρηγορότερα . Δεν έχουμε απαίτηση τα άτομα που θα'ρθουν σε μας να είναι “pro players” (γιατί ούτε εμείς είμαστε), ούτε να έχουν προηγούμενη εμπειρία στο συγκεκριμένο expansion, απλώς θέλουμε άτομα τα οποία είναι διατεθειμένα να παίξουν και να μάθουν.

Προς το παρόν το guild χρησιμοποιεί Loot Council για να διανείμει τα loot . Ο λόγoς που χρησιμοποιούμε αυτό το loot system είναι γιατί είμαστε 10-12 active raiders oι οποίοι μπορούμε να συνεννοηθούμε χωρίς παρατράγουδα . Όσο όμως το guild μεγαλώνει και πλησιάζει το 25 man raiding έχουμε σκοπό να γυρίσουμε σε DKP system .

Recruitment status:

Όπως αναφέρθηκε παραπάνω το guild είναι σχεδόν έτοιμο για raiding , αυτό έχει ως αποτέλεσμα να είμαστε κάπως πιο αυστηροί όσον αφορά τις class που δεχόμαστε. Ο πρωταρχικός μας στόχος είναι να κάνουμε clear το 10 man Νaxxramas , αυτό σημαίνει πως άτομα τα οποία είναι ήδη 80 θα έχουν προτεραιότητα στο recruit.

*-Warlock (High)

*-Mage (High)

*-Shaman (High)

*-Druid (Medium)

*-Warrior (Medium)

*-Priest (Medium)

*-Hunters (Medium)

*-Rogues (Low)

*-Death Knight (Low)

Τα άτομα με τα οποία επικοινωνείτε ingame:

*-Deathenor (Guild Master)

*-Joujou (Raid Leader)

*-Nathrassa (Officer)

*-Kaviria (Officer)

*-Hellsend (Officer)

Σας ευχαριστούμε για τον χρόνο σας και ελπίζουμε να τα πούμε σύντομα στο παιχνίδι!",Greek/Greeklish,hellsend123,2016-01-06 00:00:00,317485
Uparxei kanena Elliniko guild ston Lordaeron Horde/Alliance??,Greek/Greeklish,thanasis2000,2015-11-25 00:00:00,313910
"Είμαστε 2 άτομα, συγκεκριμένα holy paladin και combat rogue και ψάχνουμε alliance guild. Add Zeniken",Greek/Greeklish,zeniken94,2015-12-28 00:00:00,313910
ελληνας και εγω παιδια αν εχετε guild πειτε μου characters name forebni-unbelieveble,Greek/Greeklish,forebnii,2016-01-03 00:00:00,313910
kalhspera mhpws kapoios kserei an twra pia mporoume na kanoume donate me paysafe ksana?,Greek/Greeklish,MotleyCrueWASP,2015-12-25 00:00:00,316209
Theoritika den mporeis ektos ti na pw to warmane diatirei trapeziko logariasmo ellada ? pou einai liiiiiiiiigo diskolo,Greek/Greeklish,TacoIsLoveTRULL,2016-01-02 00:00:00,316209
"Originally Posted by TacoIsLoveTRULL

Theoritika den mporeis ektos ti na pw to warmane diatirei trapeziko logariasmo ellada ? pou einai liiiiiiiiigo diskolo


telika den ginetai giati to paymental wall den dexetai paysafe apo ellada twra den kserw gia alles methodous",Greek/Greeklish,MotleyCrueWASP,2016-01-02 00:00:00,316209
Ψάξτε στο insomnia το θέμα για την κάρτα Revolut - είναι mastercard και θα μπορείτε να κάνετε αγορές άνετακ εδώ κ οπουδήποτε αλλού χωρίς τους περιορισμούς των capitals.,Greek/Greeklish,apathie,2016-01-03 00:00:00,316209
"Μετά από 5 χρόνια Warmane, κάνω leave..ψάχνω ένα άτομο από την Guild -Greek Victory-.... Aftias...Babah...Poutsam κτλ.... είμαι στον official ποια με το battle tag DarkTroll#2651... κάνε με add εάν είσαι ακόμα εδώ.... και όσοι παίζεται στον official κάντε με add. :)",Greek/Greeklish,PowerDrums,2015-12-13 00:00:00,315211
"Παιδια επεζα παλια στην molten στον ragnaros με την ally στο guild ""medusa"" ( αν ειναι κανενας απο εκει ειμαι ο theodoros/pontios ) να ρωτησω ποια ειναι τα rates σε καθε realm γιατι δεν τα γραφει στο info πια. Ακόμη στους cata server ξερει κανεις αν οι demo lock ειναι ακόμη bugged? Τελος ο lordaeron ειναι οσο καλος υπόσχονται, ή έχει ακομη αρκετα bugs.",Greek/Greeklish,kingtheodoros,2015-11-24 00:00:00,313766
"Necronasty εδώ από Mop, η leader της guild Greek Victory... Βαρέθηκα το MOP και είμαι στον Lordaeron τώρα με το όνομα Darktroll, arcane mage lvl 70.",Greek/Greeklish,PowerDrums,2015-11-19 00:00:00,313364
"tha paiksei kaneis sto kainourgio realm? an pshneste peite na arxhsoume parea 
For the Alliance",Greek/Greeklish,Mouras,2015-09-23 00:00:00,308481
den ntrepese na les for the alliance rly?,Greek/Greeklish,geardinos13,2015-11-14 00:00:00,308481
Horde... ρε βλάκα τι alliance είναι αυτά που λες;,Greek/Greeklish,PowerDrums,2015-11-19 00:00:00,308481
"Καλησπερα,θα ηθελα να αναφερω πως εχω προβλημα με το two-step athentication επειδη δν θυμαμαι to gmail που ειχα χρησιμοποιησει και τωρα δεν μπορω να μπω μεσα στο acccount μου για vote και donate,η' οτιδηποτε αλλο,θα μπορουσε να με βοηθησει καποιος;",Greek/Greeklish,toutoumis,2015-11-10 00:00:00,312626
Paidia ftiaxte mia ellinikh Guild... uparxei enas poy exei mia guild me to onoma PAOK.. :p,Greek/Greeklish,PowerDrums,2015-10-19 00:00:00,310885
Paokara einai padou file :P,Greek/Greeklish,boolouk,2015-10-26 00:00:00,310885
ti 8a kanete kamia guild h mpa?,Greek/Greeklish,Goldsoking,2015-10-27 00:00:00,310885
"Ελάτε στο Παοκ ρε παιδιά, να γινει μεγάλη  η ομάδα.!",English,Je1ephant,2015-11-05 00:00:00,310885
"είμαστε 18 lvl και ψάχνουμε μέλη........ άτομα που μπορούν να σας κάνουν inv
ThunderrFury (GM)
Aftias
Necronasty
Sveltos
Saini
Peoulas
Babah
Atsa
Shargeras
.
.
.
.
αυτοί είναι ποιο συχνά μέσα.",Greek/Greeklish,NoxOlor,2015-06-17 00:00:00,300086
αλανια αν ειστε ακομα active καντε invite Tomouni η στειλτε ενα μειλ εντος του παιχνιδιου,Greek/Greeklish,tikoitas,2015-11-03 00:00:00,300086
"Αν ενδιφερεται κανεις για τη δημιουργια ενος ελληνικου Guild pm Tomouni 
(το ονομα ειναι απλα για χαβαλε)",Greek/Greeklish,tikoitas,2015-11-03 00:00:00,312101
παιδια κολλαω πολυ στο server μου για καποιο λογο .... μηπως φταει πρεπει να κανω καποιο update ( server frostwollf δεν εχω κανει update καθολου βαπο τοτε π ξεκινησα ),Greek/Greeklish,pl69,2015-08-27 00:00:00,306470
"Εάν κόλλησες για ένα συγκεκριμένο διάστημα, κάτι θα φτιάχνουν στα realms, εάν κολλάς πάντα, έλεγξε την γραμμή σου.",Greek/Greeklish,Cryosin,2015-10-03 00:00:00,306470
"Πέδες έπαιζα παλιά στην lolten αλλά μετά το happening  πήγα στην Attlantiss. Θα ήθελα να μάθω paladin και warlock πόσο bugged είναι στον NELTHARION γιατί παλιά στην lolten ο demonology warlock ήταν unplayable. Επίσης, που υπάρχουν περισσότεροι έλληνες, horde/alliance? Ακόμα ο server σε πιο raid είναι και πόσο bugged είναι, ποια είναι τα rates στον server?",Greek/Greeklish,kingtheodoros,2015-09-12 00:00:00,307771
"Τα rates είναι 1x blizzlike, τώρα για πολλούς έλληνες θα σε γελάσω. Εγώ πχ. παίζω στον Lordaeron (WoTLK) και Frostwolf (Panta), και στα δύο Alliance.",Greek/Greeklish,Cryosin,2015-10-03 00:00:00,307771
FULL HOUSE new pve international guild created by greek players recruiting every player that has skills and time to raid with us. wishper to an officer or apply at http://fullhouse-rag.shivtr.com/.,Greek/Greeklish,trinityj13,2015-09-30 00:00:00,309251
an einai dynaton,Greek/Greeklish,MotleyCrueWASP,2015-07-23 00:00:00,303390
Mhpws boreis na. M peis timh?,Greek/Greeklish,boolouk,2015-07-25 00:00:00,303390
Ξέρει κανείς που είναι το καλύτερο μέρος για να κάνω Farming  τα SkyShard - Sky Crystal?,Greek/Greeklish,PowerDrums,2015-07-16 00:00:00,302741
"Θελω να αναφερω προβλημα με τους ηχους των emotes στους Undead Troll και Tauren.
/laugh /taunt δεν δουλευουν ενω άλλα λειτουργουν. WOTLK expansion.",Greek/Greeklish,d4rkmidian,2015-07-15 00:00:00,302625
guild closed,Greek/Greeklish,trinityj13,2015-07-14 00:00:00,302559
"Παιδιά υπάρχει κανα ελληνικό guild στον Ragnaros, είτε alliance είτε στους hordes??",Greek/Greeklish,boolouk,2015-05-22 00:00:00,297594
"Στους alliance ναι, λεγεται Greek Marines!",Greek/Greeklish,coolpwnerftw,2015-07-01 00:00:00,297594
se poion mporw na milisw gia na mpw sto guild?,Greek/Greeklish,Goldsoking,2015-07-05 00:00:00,297594
Σχεδον σε ολουσ μπορεειςνα μιλησεις γτ ολοι μπορουν να κανουν ινβτσ,English,boolouk,2015-07-05 00:00:00,297594
dwse mou ena onoma auto lew . pws 8a sas vrw alliws..,Greek/Greeklish,Goldsoking,2015-07-06 00:00:00,297594
8a apanthsei kaneis ti fasi?,Greek/Greeklish,Goldsoking,2015-07-07 00:00:00,297594
file mou tha anoikseis ti kartela me tous filous sou.dipla akribos exei ti who ekei tha grapseis greek kai tha sou emfanisei osous einai online k anikoun stin guild. oti xreiaasteis kane post,Greek/Greeklish,trinityj13,2015-07-07 00:00:00,297594
"Boreis na kaneis /w ton valethar, exize, giasmine",Greek/Greeklish,boolouk,2015-07-11 00:00:00,297594
geia sas paides tsixla edo opoios palios thimate kai iparxei akoma sto game (greek raiders gm) elega na ksekiniso pali an iparxei kaneis pou na raidarame mazi apo tous palious i esto kai kainourgia melh.elega na ksana ftiakso tin guild alla se kamia 20 meres pou tha exo xrono.opoios thelei as kanei ena post :),Greek/Greeklish,tsixlofouska,2015-06-25 00:00:00,300776
Ειμαι μεσα arcaned: arcane mage,Greek/Greeklish,boolouk,2015-07-05 00:00:00,300776
"Γεια σας φίλοι μου, θέλω να βρω μερικά Ελληνόπουλα για να φτιάξουμε μια οργανωμένη Ελληνική guild κυρίως για PvE και PvP. Αν ψήνεται κανείς από εσάς αφήστε μου από κάτω το όνομα του char σας για να σας κάνω /w ingame να μαζευόμαστε σιγά σιγά.",Greek/Greeklish,Ragepain32,2014-10-14 00:00:00,272585
Βασική ερώτηση:Ally ή Horde?,Greek/Greeklish,AndreasDourin,2014-10-21 00:00:00,272585
"Horde έχεις δίκαιο, ξέχασα να το αναφέρω.",Greek/Greeklish,Ragepain32,2014-10-22 00:00:00,272585
"moloxa to name
kane add",Greek/Greeklish,amigdalos,2014-10-29 00:00:00,272585
"Eredorth to onoma mou 
Druid feral...",Greek/Greeklish,Tzio1993,2015-03-23 00:00:00,272585
"Necronasty MM Hunter... Αλλά έχω και άλλους xD DarkTroll Arcane Mage, Hekarri Furry Warrior",Greek/Greeklish,NoxOlor,2015-04-14 00:00:00,272585
Ξέχασα να αναφέρω είμαι σε Ελληνική Guild LvL 13.,Greek/Greeklish,NoxOlor,2015-04-14 00:00:00,272585
Ελληνικο Guild στον Neltharion Horde  εχει αν ναι ποιο.,Greek/Greeklish,Krema,2015-05-13 00:00:00,272585
den mporo na kano log in dokimasa polles fores ti prepei na kano,Greek/Greeklish,maria1999,2015-07-02 00:00:00,272585
"Καλησπερα παιδια , θα ηθελα να σας ενημερωσω οτι εχουμε φτιαξει ενα Ελληνικο guild (με σκοπό να γίνει κανονικό και να μπούνε και ξένοι αν θέλουνε τα μελοι) στους Alliance του Ragnaros με ένα φίλο μου, και θα θέλαμε να μαζέψουμε κόσμο PvE για να ξεκινήσουμε τα raids και να αρχίσουμε progress. 
Είμαστε άτομα με εμπειρία σε normal-heroic 12/12 ICC 25 & RS και ψάχνουμε άτομα που ενδιαφέρονται για το παιχνίδι, καθώς και για άτομα που ξέρουν να παίζουν. 
Δεν ζητάμε να έχετε Gear απλά θέλουμε να ξέρετε να παίζετε κάτι που θα καταλάβουμε απο το application forum που θα σας ζητηθεί να συμπληρώσετε, και να σέβεστε τον συνάνθρωπό σας.
Είδαμε οτι μετά το reset του Molten δεν υπάρχει καμια ελληνική guild και σκευτήκαμε να το δοκιμάσουμε.

Το forum τις guild ειναι: http://fullhouse.shivtr.com/

Θα χαιρομασταν πολυ αν ερχοσασταν στο Guild μας και δημιουργούσαμε μια ομάδα.
Τα σχόλια ειναι καλοδεχούμενα και ελπίζω να ενδιαφέρεστε.",Greek/Greeklish,Nelthazar,2015-02-26 00:00:00,287225
"Μαγκες ειστε ακομη active , αν ειστε ειμαστε ενα παρεακι απο ελληνες glads Retail exp k AT που ψαχνουμε για ελληνικη συντροφια εμπειρια εχουμε και απο PVE οχι τρελη αλλα κατι κανουμε.",Greek/Greeklish,KOULIS,2015-04-18 00:00:00,287225
"nelthazar einai kaneis apo greek raiders h greek gods? itan k mia alli elliniki guild stous alliance alla ksexasa to onoma,. poso kosmo exete? an einai na kano alliance kai oxi horde",Greek/Greeklish,trinityj13,2015-06-28 00:00:00,287225
mlkia eimai horde :(,Greek/Greeklish,Goldsoking,2015-06-28 00:00:00,287225
Παιδες υπάρχει κανα ελληνικό guild στους horde στον ragnaros ή να φτιάξω εγώ 1?,Greek/Greeklish,boolouk,2015-03-10 00:00:00,289030
"Αν εχεις εμπειρια ως Guild Leader θα 'λεγα να φτιαξεις, μετα το wipe πιστευω χρειαζοντε κανα 2.",Greek/Greeklish,davibe,2015-03-13 00:00:00,289030
"Εμπειρια εχω, αλλα δεν εχω χρονο...αυτο ειναι το πραγμα π με κανει να δυστασω να φτιαξω το γκυιλντ.",English,boolouk,2015-03-13 00:00:00,289030
"'Έχουμε ελληνικό guild που ονομάζετε Ravens δεν είναι τίποτα σπουδαίο αλλά ένα 10αρι το γεμίζουμε 
Μίλα με Antharion ή Tsanoulhs στο παιχνίδι να τα πούμε.",Greek/Greeklish,tednikea,2015-03-24 00:00:00,289030
"Originally Posted by tednikea

'Έχουμε ελληνικό guild που ονομάζετε ravens δεν είναι τίποτα σπουδαίο αλλά ένα 10αρι το γεμίζουμε 
Μίλα με antharion ή tsanoulhs στο παιχνίδι να τα πούμε.


Ωραίος ρε συ...θα επικοινωνήσω μαζί σας όσο πιο γρήγορα μπορώ...ουτ'οση άλλο δν με νοιαζουν  τα ραιντς τόσο πολύ, αλλά να είμαστε όλοι οι Έλληνες μαζί!!",Greek/Greeklish,boolouk,2015-03-26 00:00:00,289030
"Καλησπερα και απο μενα.

Ειμαι καινουργιος χρηστης αλλα παλιος στο WoW. Δεν ξερω αν εχω κανει καπου λαθος αλλα κατεβασα το MoP client και δεν μπορω να δω παρα μονο 2 realms, οι οποιες ειναι PVP. Τι χρειαζεται για να μπορεσω να συνδεθω στον ragnaros ;",Greek/Greeklish,Odysseus68,2015-03-31 00:00:00,289030
"to psinw na mpw me ton horde mou mias k einai ellhniko guild, kalutero apo ta na mpw me akura zwa :P",Greek/Greeklish,aokigahara,2015-03-31 00:00:00,289030
"Originally Posted by Odysseus68

Καλησπερα και απο μενα.

Ειμαι καινουργιος χρηστης αλλα παλιος στο WoW. Δεν ξερω αν εχω κανει καπου λαθος αλλα κατεβασα το MoP client και δεν μπορω να δω παρα μονο 2 realms, οι οποιες ειναι PVP. Τι χρειαζεται για να μπορεσω να συνδεθω στον ragnaros ;


Φίλε μου πρέπει να κατεβάσεις το patch του wotlk και όχι του μοπ για να συνδεθείς στον ραγκναρος!!",Greek/Greeklish,boolouk,2015-04-07 00:00:00,289030
"Originally Posted by tednikea

'Έχουμε ελληνικό guild που ονομάζετε Ravens δεν είναι τίποτα σπουδαίο αλλά ένα 10αρι το γεμίζουμε 
Μίλα με Antharion ή Tsanoulhs στο παιχνίδι να τα πούμε.


Προσπαθώ εδώ και 1 μήνα να πετύχω ονλινε 1 άτομο από αυτά που ανέφερες και δεν τα εχω καταφέρει μέχρι στιγμής...Μήπως διαλυθήκατε?",Greek/Greeklish,boolouk,2015-05-07 00:00:00,289030
geia sas paides iparxei kanas palios edo apo greek raiders ??? ragnaros horde?,Greek/Greeklish,tsixlofouska,2015-06-25 00:00:00,289030
geia sas.psaxnw ellhniko guild ston Deathwing alla pros to paron den exw entopisei kati.an kserei kaneis kati as mou pei.an yparxei epilogh tha eithela na ginontai sobara raids ektos apo to xabale pou eimai sigouros oti tha eiparxei.,Greek/Greeklish,v4gflo,2015-06-17 00:00:00,300013
Ξέρει κανείς να πει τι addon να βάλω για να βρίσκω τα rare monsters?  Κάποιο addon που να κάνει ανακοίνωση όταν εντοπίζει κάποιο κοντά,Greek/Greeklish,SpiritNative,2015-06-06 00:00:00,299060
To npc scan..episeis pigene mazi me to npc scan overlay pou sou edixne ta simeia ton rare.alla epeidi ston molten kanena rare sxedon den einai stin thesh tou paizei na nai ligo axrhsto ..,Greek/Greeklish,PsychoKillerr,2015-06-14 00:00:00,299060
To SilverDragon filaraki ;) sta high level zones soy exei kai kati gramoyles panw sto map na 3ereis ti patrol kanei to rare soy (ama kanei) kai molsi to enotpisei soy vgazei anakinosi de3ia sthn o8onh kai kanei ena hxo I see you now katse kala na oume!! kai ama den mporesi an to vreis gyrw soy phgeneis kai vazei na soy kanei point so minimap poy einai to npc h o pekths poy ekane starget (molis soy vgalei thn malakia sta de3ia patas panw ths kai kaneis target to npc/player ;),Greek/Greeklish,AlexLightPK1,2015-06-16 00:00:00,299060
"Περσι σταματησα να παιζω λογω των εξετασεων και φετος που ξαναεπιασα τοο παιχνιδι δε μπορω να κανς log in. Υπαρχει δυνατοτητα να αποκτησω ξανα το λοογαριασμο μου, η χαθηκε για παντα; Αν ναι ποοια ειναι η διαδικασια;

αυτο ειιναι account φιλου",Greek/Greeklish,warlock071,2015-06-01 00:00:00,298691
"Originally Posted by warlock071

Περσι σταματησα να παιζω λογω των εξετασεων και φετος που ξαναεπιασα τοο παιχνιδι δε μπορω να κανς log in. Υπαρχει δυνατοτητα να αποκτησω ξανα το λοογαριασμο μου, η χαθηκε για παντα; Αν ναι ποοια ειναι η διαδικασια;

αυτο ειιναι account φιλου


Λοιπον, για να παρεις το ακουντ σου πισω, πρεπει να φτιαξεις ενα τικετ απο την ιστοσελιδα με αναφορα οτι θες να κανεις recover το ακουντ σου. Και κατα 90% εινια η πιθανοτητα να σε βοηθησουν",Greek/Greeklish,boolouk,2015-06-02 00:00:00,298691
"Γνωρίζει κανείς εάν το Rare mob του Cataclysm Αeonaxx, υπάρχει;",Greek/Greeklish,SpiritNative,2015-05-13 00:00:00,296561
"Δεν κάνει spawn, επιβεβαιωμένο από gm στον neltharion.",Greek/Greeklish,pala80,2015-05-20 00:00:00,296561
Παιδιά ποιο θα είναι το νέο όνομα στην guild εάν στον  Frostwolf δεν υπάρχει ελληνική guild ????   Necronasty....,Greek/Greeklish,DarkSwan,2015-05-14 00:00:00,296734
"Originally Posted by DarkSwan

Παιδιά ποιο θα είναι το νέο όνομα στην guild εάν στον  Frostwolf δεν υπάρχει ελληνική guild ????   Necronasty....


Κάτι λέγαμε με τον derpdruid για Bifteki/Tzatziki/Roz Skatoules αλλά τίποτε δεν είναι σίγουρο",Greek/Greeklish,AUGEN,2015-05-16 00:00:00,296734
Greek Vicrtory έκανε :P ...... από Rebellion που το είχα...,Greek/Greeklish,PowerDrums,2015-05-18 00:00:00,296734
"Από Greek Horde η Guild λέγετε Greek Victory....  είμαστε 1 lvl, ελάτε να γίνουμε ομάδα.... και όποιος ξέρει να μου απαντήσει σε κάτι... γίνεται να αλλάξω έναν hunter μ σε Shaman?",Greek/Greeklish,DarkSwan,2015-05-17 00:00:00,297102
"katarxas, geia sas eimai neos ston server (mop).Epaiza ston sargeras kai epeidh opws egine gnwsto 8a kleise ekana transfer ston frostwolf.Mporei na mou pei kapoios posh prp wra 8a parei?",Greek/Greeklish,Lordzed12,2015-05-15 00:00:00,296865
"Η ελλινική guild Greek Courage, έσπασε λόγο του κλεισίματος του Sarg.
Το νέο όνομα της guild είναι Greek Horde..
Guild Master: Iceheart, Troll Dk 465 iLvL.
Θα μεταφέρω και τους άλλους χαρακτήρες μου: NecroNasty, DarkTroll, Hekkari και DerpDruid.",Greek/Greeklish,NoxOlor,2015-05-15 00:00:00,296783
aloha mages tha borouse kaneis na me helparei na aneuw fast lvl ston ragnaros ?,Greek/Greeklish,Ryusoken,2015-05-14 00:00:00,296709
προσπαθω να κατεβασω το νεο game Worlords ..  αλλα μου γραφει not available !!??? τι μπορει να συμβαίνει?,Greek/Greeklish,ifigenia,2015-05-01 00:00:00,295426
Τι λειτουργικό σύστημα εχεις?,English,boolouk,2015-05-07 00:00:00,295426
